"ibgeCode",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","population","stateLettersCode","municipalityName"
291100,0,0,0,2,0,0,0,0,2,2,11244,"BA","Floresta Azul"
291110,0,0,0,4,0,0,0,0,4,4,25912,"BA","Formosa do Rio Preto"
291120,0,0,0,2,0,0,0,0,2,2,33234,"BA","Gandu"
291125,0,0,0,2,0,0,0,0,2,2,4725,"BA","Gavião"
291130,0,0,0,1,0,0,0,0,1,1,11639,"BA","Gentio do Ouro"
291140,0,0,0,8,0,0,0,0,8,8,15840,"BA","Glória"
291150,0,0,0,4,0,0,0,0,4,4,7848,"BA","Gongogi"
291165,0,0,0,1,0,0,0,0,1,1,8081,"BA","Guajeru"
291180,0,0,0,3,0,0,0,0,3,3,22154,"BA","Guaratinga"
291190,0,0,0,6,0,0,0,0,6,6,25884,"BA","Iaçu"
291220,0,0,0,3,0,0,0,0,3,3,19786,"BA","Ibicoara"
291230,0,0,0,3,0,0,0,0,3,3,16796,"BA","Ibicuí"
291240,0,0,0,1,0,0,0,0,1,1,18678,"BA","Ibipeba"
291270,0,0,0,1,0,0,0,0,1,1,24293,"BA","Ibirapitanga"
291280,0,0,0,3,0,0,0,0,3,3,8852,"BA","Ibirapuã"
291290,0,0,0,4,0,0,0,0,4,4,17221,"BA","Ibirataia"
291300,0,0,0,3,0,0,0,0,3,3,16855,"BA","Ibitiara"
291310,0,0,0,2,0,0,0,0,2,2,17948,"BA","Ibititá"
291320,0,0,0,4,0,0,0,0,4,4,27862,"BA","Ibotirama"
291345,0,0,0,2,0,0,0,0,2,2,14187,"BA","Igrapiúna"
291350,0,0,0,3,0,0,0,0,3,3,27939,"BA","Iguaí"
291360,0,0,0,14,0,0,0,0,14,14,176341,"BA","Ilhéus"
291370,0,0,0,6,0,0,0,0,6,6,40453,"BA","Inhambupe"
291390,0,0,0,4,0,0,0,0,4,4,47704,"BA","Ipiaú"
291400,0,0,0,4,0,0,0,0,4,4,62631,"BA","Ipirá"
291410,0,0,0,6,0,0,0,0,6,6,10157,"BA","Ipupiara"
291430,0,0,0,2,0,0,0,0,2,2,9901,"BA","Iramaia"
291440,0,0,0,6,0,0,0,0,6,6,25536,"BA","Iraquara"
291450,0,0,0,2,0,0,0,0,2,2,29879,"BA","Irará"
291465,0,0,0,4,0,0,0,0,4,4,31422,"BA","Itabela"
291470,0,0,0,8,0,0,0,0,8,8,66806,"BA","Itaberaba"
291490,0,0,0,4,0,0,0,0,4,4,28382,"BA","Itacaré"
