"ibgeCode",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","population","stateLettersCode","municipalityName"
230630,0,0,0,0,0,0,0,0,0,4,51945,"CE","Itapajé"
230640,0,0,0,0,0,0,0,0,0,5,127465,"CE","Itapipoca"
230650,0,0,0,0,0,0,0,0,0,5,20014,"CE","Itapiúna"
230655,0,0,0,0,0,0,0,0,0,5,41230,"CE","Itarema"
230660,0,0,0,0,0,0,0,0,0,3,20675,"CE","Itatira"
230670,0,0,0,0,0,0,0,0,0,4,17958,"CE","Jaguaretama"
230680,0,0,0,0,0,0,0,0,0,4,11295,"CE","Jaguaribara"
230690,0,0,0,0,0,0,0,0,0,5,34448,"CE","Jaguaribe"
230700,0,0,0,0,0,0,0,0,0,6,33740,"CE","Jaguaruana"
230710,0,0,0,0,0,0,0,0,0,4,27076,"CE","Jardim"
230720,0,0,0,0,0,0,0,0,0,5,7847,"CE","Jati"
230725,0,0,0,0,0,0,0,0,0,5,19510,"CE","Jijoca de Jericoacoara"
230730,0,0,0,0,0,0,0,0,0,3,270383,"CE","Juazeiro do Norte"
230740,0,0,0,0,0,0,0,0,0,4,24597,"CE","Jucás"
230750,0,0,0,0,0,0,0,0,0,4,31335,"CE","Lavras da Mangabeira"
230760,0,0,0,0,0,0,0,0,0,5,58915,"CE","Limoeiro do Norte"
230763,0,0,0,0,0,0,0,0,0,5,19800,"CE","Madalena"
230765,0,0,0,0,0,0,0,0,0,4,224804,"CE","Maracanaú"
230770,0,0,0,0,0,0,0,0,0,4,126486,"CE","Maranguape"
230780,0,0,0,0,0,0,0,0,0,4,26981,"CE","Marco"
230790,0,0,0,0,0,0,0,0,0,4,11082,"CE","Martinópole"
230800,0,0,0,0,0,0,0,0,0,4,38210,"CE","Massapê"
230810,0,0,0,0,0,0,0,0,0,5,46548,"CE","Mauriti"
230820,0,0,0,0,0,0,0,0,0,3,14948,"CE","Meruoca"
230830,0,0,0,0,0,0,0,0,0,5,28231,"CE","Milagres"
230835,0,0,0,0,0,0,0,0,0,3,13136,"CE","Milhã"
230837,0,0,0,0,0,0,0,0,0,4,13583,"CE","Miraíma"
230840,0,0,0,0,0,0,0,0,0,4,35409,"CE","Missão Velha"
230850,0,0,0,0,0,0,0,0,0,4,43735,"CE","Mombaça"
230860,0,0,0,0,0,0,0,0,0,3,17038,"CE","Monsenhor Tabosa"
230870,0,0,0,0,0,0,0,0,0,5,61548,"CE","Morada Nova"
230880,0,0,0,0,0,0,0,0,0,4,8636,"CE","Moraújo"
230890,0,0,0,0,0,0,0,0,0,6,22222,"CE","Morrinhos"
230900,0,0,0,0,0,0,0,0,0,3,14377,"CE","Mucambo"
230910,0,0,0,0,0,0,0,0,0,4,12831,"CE","Mulungu"
230920,0,0,0,0,0,0,0,0,0,4,15433,"CE","Nova Olinda"
230930,0,0,0,0,0,0,0,0,0,4,32035,"CE","Nova Russas"
230940,0,0,0,0,0,0,0,0,0,3,28353,"CE","Novo Oriente"
230945,0,0,0,0,0,0,0,0,0,4,25394,"CE","Ocara"
230950,0,0,0,0,0,0,0,0,0,5,21292,"CE","Orós"
230960,0,0,0,0,0,0,0,0,0,5,70911,"CE","Pacajus"
230970,0,0,0,0,0,0,0,0,0,4,82824,"CE","Pacatuba"
230980,0,0,0,0,0,0,0,0,0,5,11960,"CE","Pacoti"
230990,0,0,0,0,0,0,0,0,0,5,6202,"CE","Pacujá"
231000,0,0,0,0,0,0,0,0,0,5,9285,"CE","Palhano"
231010,0,0,0,0,0,0,0,0,0,4,13145,"CE","Palmácia"
231020,0,0,0,0,0,0,0,0,0,5,33894,"CE","Paracuru"
231025,0,0,0,0,0,0,0,0,0,4,32515,"CE","Paraipaba"
231030,0,0,0,0,0,0,0,0,0,4,31137,"CE","Parambu"
231040,0,0,0,0,0,0,0,0,0,5,11578,"CE","Paramoti"
231050,0,0,0,0,0,0,0,0,0,5,42841,"CE","Pedra Branca"
231060,0,0,0,0,0,0,0,0,0,5,8956,"CE","Penaforte"
231070,0,0,0,0,0,0,0,0,0,4,37077,"CE","Pentecoste"
231080,0,0,0,0,0,0,0,0,0,4,16163,"CE","Pereiro"
231085,0,0,0,0,0,0,0,0,0,5,20644,"CE","Pindoretama"
231090,0,0,0,0,0,0,0,0,0,4,16731,"CE","Piquet Carneiro"
231095,0,0,0,0,0,0,0,0,0,4,10784,"CE","Pires Ferreira"
231100,0,0,0,0,0,0,0,0,0,2,12243,"CE","Poranga"
231110,0,0,0,0,0,0,0,0,0,5,14921,"CE","Porteiras"
231120,0,0,0,0,0,0,0,0,0,4,10918,"CE","Potengi"
231123,0,0,0,0,0,0,0,0,0,1,6356,"CE","Potiretama"
231126,0,0,0,0,0,0,0,0,0,3,20860,"CE","Quiterianópolis"
231130,0,0,0,0,0,0,0,0,0,1,86605,"CE","Quixadá"
231135,0,0,0,0,0,0,0,0,0,3,14860,"CE","Quixelô"
231140,0,0,0,0,0,0,0,0,0,2,78658,"CE","Quixeramobim"
231150,0,0,0,0,0,0,0,0,0,4,21876,"CE","Quixeré"
231160,0,0,0,0,0,0,0,0,0,4,27441,"CE","Redenção"
231170,0,0,0,0,0,0,0,0,0,4,18769,"CE","Reriutaba"
231180,0,0,0,0,0,0,0,0,0,6,76475,"CE","Russas"
231190,0,0,0,0,0,0,0,0,0,3,15678,"CE","Saboeiro"
231195,0,0,0,0,0,0,0,0,0,3,16331,"CE","Salitre"
231200,0,0,0,0,0,0,0,0,0,3,32023,"CE","Santana do Acaraú"
231210,0,0,0,0,0,0,0,0,0,4,17489,"CE","Santana do Cariri"
231220,0,0,0,0,0,0,0,0,0,4,43360,"CE","Santa Quitéria"
231230,0,0,0,0,0,0,0,0,0,5,46648,"CE","São Benedito"
231240,0,0,0,0,0,0,0,0,0,5,48265,"CE","São Gonçalo do Amarante"
231250,0,0,0,0,0,1,0,0,1,5,7621,"CE","São João do Jaguaribe"
231260,0,0,0,0,0,0,0,0,0,4,12849,"CE","São Luís do Curu"
231270,0,0,0,0,0,0,0,0,0,5,26447,"CE","Senador Pompeu"
231280,0,0,0,0,0,0,0,0,0,3,7513,"CE","Senador Sá"
231290,0,0,0,0,0,0,0,0,0,4,205529,"CE","Sobral"
231300,0,0,0,0,0,0,0,0,0,5,18158,"CE","Solonópole"
231310,0,0,0,0,0,0,0,0,0,5,30489,"CE","Tabuleiro do Norte"
231320,0,0,0,0,0,0,0,0,0,4,25525,"CE","Tamboril"
231325,0,0,0,0,0,0,0,0,0,4,8852,"CE","Tarrafas"
231330,0,0,0,0,0,0,0,0,0,5,58119,"CE","Tauá"
231335,0,0,0,0,0,0,0,0,0,4,18902,"CE","Tejuçuoca"
231340,0,0,0,0,0,0,0,0,0,3,74719,"CE","Tianguá"
231350,0,0,0,0,0,0,0,0,0,5,55207,"CE","Trairi"
231355,0,0,0,0,0,0,0,0,0,5,15935,"CE","Tururu"
231360,0,0,0,0,0,0,0,0,0,4,34332,"CE","Ubajara"
231370,0,0,0,0,0,0,0,0,0,4,7671,"CE","Umari"
231375,0,0,0,0,0,0,0,0,0,5,19679,"CE","Umirim"
231380,0,0,0,0,0,0,0,0,0,66,21609,"CE","Uruburetama"
231390,0,0,0,0,0,0,0,0,0,3,13677,"CE","Uruoca"
231395,0,0,0,0,0,0,0,0,0,5,18239,"CE","Varjota"
231400,0,0,0,0,0,0,0,0,0,5,40440,"CE","Várzea Alegre"
231410,0,0,0,0,0,0,0,0,0,3,60030,"CE","Viçosa do Ceará"
240010,0,0,0,0,0,0,0,0,0,28,11333,"RN","Acari"
240120,0,0,0,0,0,0,0,0,0,1,14307,"RN","Arês"
240140,0,0,0,0,0,0,0,0,0,10,9309,"RN","Baía Formosa"
240145,0,0,0,0,0,0,0,0,0,1,28085,"RN","Baraúna"
240165,0,0,0,0,0,0,0,0,0,42,2307,"RN","Bodó"
240200,0,0,0,0,0,0,0,0,0,81,68222,"RN","Caicó"
240210,0,0,0,0,0,0,0,0,0,101,11244,"RN","Campo Redondo"
